seed_asv_reads	description	accession	identity_percentage	evalue	bitscore
motu1396	Uncultured bacterium clone OTU_2276 16S ribosomal RNA gene, partial sequence	MN195079	92.49	8.57681e-96	196.0
motu1396	Uncultured bacterium clone filt380918 16S ribosomal RNA gene, partial sequence	KY955203	93.06	1.10948e-94	194.0
motu1396	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762481	93.09	1.10948e-94	194.0
motu1396	Uncultured bacterium clone OTU_12463 16S ribosomal RNA gene, partial sequence	KU328510	93.06	1.10948e-94	194.0
motu1396	Uncultured bacterium clone A494_Bac838 16S ribosomal RNA gene, partial sequence	KY125452	92.34	5.16191e-93	191.0
motu1396	Uncultured bacterium clone 40H09 16S ribosomal RNA gene, partial sequence	HQ189675	91.70	5.16191e-93	191.0
motu1396	Uncultured bacterium clone 2566 16S ribosomal RNA gene, partial sequence	KX704750	92.65	5.16191e-93	191.0
motu1396	Uncultured bacterium clone OTU86161_AL210_10792 16S ribosomal RNA gene, partial sequence	KP936213	92.65	5.16191e-93	191.0
motu1396	Uncultured bacterium clone 1130 16S ribosomal RNA gene, partial sequence	KU098771	92.65	5.16191e-93	191.0
motu1396	Uncultured bacterium clone 1516 16S ribosomal RNA gene, partial sequence	KX703590	92.68	5.16191e-93	191.0
motu1396	Uncultured bacterium clone 5565 16S ribosomal RNA gene, partial sequence	KU103006	92.28	2.4016e-91	188.0
motu1396	Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence >gi|1002672817|gb|KU336485.1| Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence	KU223959	92.28	2.4016e-91	188.0
motu1396	Candidatus Nomurabacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237345397|emb|OW760746.1| Candidatus Nomurabacteria bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW537854	92.24	2.4016e-91	188.0
motu1396	Uncultured bacterium clone 13687 16S ribosomal RNA gene, partial sequence	KT913962	92.24	2.4016e-91	188.0
motu1396	Uncultured bacterium clone OTU114679_AL214_99315 16S ribosomal RNA gene, partial sequence	KP916885	92.21	3.10667e-90	186.0
motu1396	uncultured fungus genomic DNA sequence contains ITS1	OW837030	91.30	3.10667e-90	186.0
motu1396	Uncultured bacterium clone OTU_32213 16S ribosomal RNA gene, partial sequence	KU340261	91.84	1.11736e-89	185.0
motu1396	Uncultured bacterium clone 1896 16S ribosomal RNA gene, partial sequence	KX704011	91.84	1.11736e-89	185.0
motu1396	Uncultured bacterium clone filt94666 16S ribosomal RNA gene, partial sequence	KY958426	91.87	1.11736e-89	185.0
motu1396	Uncultured bacterium clone OTU56698_AL228_43774 16S ribosomal RNA gene, partial sequence	KP932077	91.84	1.11736e-89	185.0
motu1396	Uncultured organism clone SBYB_2556 16S ribosomal RNA gene, partial sequence	JN438963	90.91	4.01873e-89	184.0
motu1396	Uncultured organism clone SBYC_5623 16S ribosomal RNA gene, partial sequence	JN447858	90.91	4.01873e-89	184.0
motu1396	Uncultured bacterium C1_B036 16S ribosomal RNA gene, partial sequence	AF419697	90.91	4.01873e-89	184.0
motu1396	Uncultured bacterium clone OTU155918_AL243_2146038 16S ribosomal RNA gene, partial sequence	KP922735	91.77	1.44539e-88	183.0
motu1396	Uncultured bacterium clone filt2090313 16S ribosomal RNA gene, partial sequence	KY953835	91.43	5.19856e-88	182.0
motu1396	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334644|emb|OW749841.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539421	91.43	5.19856e-88	182.0
motu1396	Uncultured bacterium clone OTU_22339 16S ribosomal RNA gene, partial sequence	KR853623	91.43	5.19856e-88	182.0
motu1396	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762364	91.43	5.19856e-88	182.0
motu1396	Uncultured organism clone SBYH_4110 16S ribosomal RNA gene, partial sequence	JN457032	90.51	1.86973e-87	181.0
motu1396	Uncultured organism clone SBYH_3262 16S ribosomal RNA gene, partial sequence	JN456246	90.51	1.86973e-87	181.0
motu1396	Uncultured organism clone SBYB_5118 16S ribosomal RNA gene, partial sequence	JN441763	90.51	1.86973e-87	181.0
motu1396	Uncultured organism clone SBXY_5415 16S ribosomal RNA gene, partial sequence	JN430101	90.51	1.86973e-87	181.0
motu1396	Uncultured organism clone SBZO_1084 16S ribosomal RNA gene, partial sequence	JN528545	90.51	1.86973e-87	181.0
motu1396	Uncultured bacterium clone SeaWat_31711 16S ribosomal RNA gene, partial sequence	JQ198499	90.51	1.86973e-87	181.0
motu1396	Uncultured organism clone SBYB_1560 16S ribosomal RNA gene, partial sequence	JN438057	90.51	1.86973e-87	181.0
motu1396	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334152|emb|OW749561.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539352	91.36	6.72476e-87	180.0
motu1396	Uncultured bacterium clone 13205 16S ribosomal RNA gene, partial sequence	KU110037	91.06	2.41865e-86	179.0
motu1396	Uncultured bacterium clone OTU_15091 16S ribosomal RNA gene, partial sequence	KR846375	91.06	2.41865e-86	179.0
motu1396	Uncultured bacterium clone uncultured_bac34 16S ribosomal RNA gene, partial sequence	MW167693	90.12	8.69903e-86	178.0
motu1396	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334157|emb|OW749566.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539357	90.98	3.12873e-85	177.0
motu1396	Uncultured bacterium clone 29626 16S ribosomal RNA gene, partial sequence	KU124981	90.61	1.12529e-84	176.0
motu1396	Uncultured bacterium clone filt72 16S ribosomal RNA gene, partial sequence	KY957207	90.61	1.12529e-84	176.0
motu1396	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762428	90.61	1.12529e-84	176.0
motu1400	No Results
motu1404	No Results
motu1412	Uncultured bacterium clone C4B2-2 16S small subunit ribosomal RNA gene, partial sequence	FJ930432	97.64	1.39168e-118	237.0
motu1412	Uncultured bacterium clone PAH2startSedimOxic_O12_6_D12 16S ribosomal RNA gene, partial sequence	KJ615849	96.46	5.0409e-113	227.0
motu1412	Uncultured candidate division TM7 bacterium gene for 16S ribosomal RNA, partial sequence, clone: Shimokita-6	AB734569	96.79	6.52082e-112	225.0
motu1412	Uncultured bacterium clone 102B64 16S ribosomal RNA gene, partial sequence	EF687227	96.08	2.3453e-111	224.0
motu1412	Uncultured bacterium clone PAH2startSedimOxic_M20_6_G07 16S ribosomal RNA gene, partial sequence	KJ615877	96.06	2.3453e-111	224.0
motu1412	Uncultured Candidatus Saccharibacteria bacterium clone 11_30_10XMC04_TM7_1 small subunit ribosomal RNA gene, partial sequence	KX371497	91.34	2.41262e-91	188.0
motu1412	Uncultured bacterium clone T0D01FZ9EO 16S ribosomal RNA gene, partial sequence >gi|302152355|gb|HM602880.1| Uncultured bacterium clone T0D01G9BD2 16S ribosomal RNA gene, partial sequence >gi|302153345|gb|HM603870.1| Uncultured bacterium clone T0D01FLTJL 16S ribosomal RNA gene, partial sequence	HM602764	97.03	4.03717e-89	184.0
motu1412	Uncultured bacterium partial 16S rRNA gene, isolate BACT_OTU_2235	LT843527	90.55	5.2224e-88	182.0
motu1412	Uncultured bacterium clone T0D01IXT5D 16S ribosomal RNA gene, partial sequence	HM602071	96.55	1.87831e-87	181.0
motu1412	Uncultured Candidatus Saccharibacteria sp. clone TM7_16S_OTU_548_soil_Antarctic_27_G97DF2N03HBX28_Subdivision_4 16S ribosomal RNA gene, partial sequence	KF579089	97.30	2.447e-81	170.0
motu1412	Uncultured Candidatus Saccharibacteria sp. clone TM7_16S_OTU_592_soil_Antarctic_27_G97DF2N03F7O2E_Subdivision_4 16S ribosomal RNA gene, partial sequence	KF579133	96.76	4.09469e-79	166.0
motu1412	Uncultured bacterium clone OTU_628 16S ribosomal RNA gene, partial sequence	KX603320	91.43	1.48317e-73	156.0
motu1412	Uncultured Candidatus Saccharibacteria sp. clone TM7_16S_OTU_579_soil_Antarctic_27_G97DF2N03FRFVO_Subdivision_4 16S ribosomal RNA gene, partial sequence	KF579120	95.14	1.48317e-73	156.0
motu1412	Uncultured Candidatus Saccharibacteria sp. clone TM7_16S_OTU_582_soil_Antarctic_27_G97DF2N03GWPXQ_Subdivision_4 16S ribosomal RNA gene, partial sequence	KF579123	94.59	5.33443e-73	155.0
motu1412	Uncultured Candidatus Saccharibacteria sp. clone TM7_16S_OTU_597_soil_Antarctic_27_G97DF2N03F0GWW_Subdivision_4 16S ribosomal RNA gene, partial sequence	KF579138	94.05	2.48187e-71	152.0
motu1412	Uncultured Candidatus Saccharibacteria sp. clone TM7_16S_OTU_253_soil_Australian_22_G97DF2N03F2AN6_Subdivision_4 16S ribosomal RNA gene, partial sequence	KF578794	95.40	3.2105e-70	150.0
motu1416	Uncultured bacterium clone uncultured_bac6 16S ribosomal RNA gene, partial sequence	MW167665	94.47	3.93434e-104	211.0
motu1416	Uncultured bacterium clone uncultured_bac2 16S ribosomal RNA gene, partial sequence	MW167661	94.47	3.93434e-104	211.0
motu1416	Uncultured bacterium clone uncultured_bac39 16S ribosomal RNA gene, partial sequence	MW167698	94.07	1.83047e-102	208.0
motu1416	Uncultured bacterium clone SeaWat_30088 16S ribosomal RNA gene, partial sequence	JQ197106	93.68	8.51635e-101	205.0
motu1416	Uncultured bacterium clone CP_Otu6969 16S ribosomal RNA gene, partial sequence	KY281799	93.47	2.38467e-96	197.0
motu1416	Uncultured bacterium clone OTU_8831 16S ribosomal RNA gene, partial sequence	KX976111	90.59	1.86973e-87	181.0
motu1416	Uncultured bacterium clone T1D52ITT9M 16S ribosomal RNA gene, partial sequence	HM620374	91.04	1.48688e-68	147.0
motu1420	Patescibacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW749282	97.96	1.07852e-114	230.0
motu1420	Uncultured bacterium clone NBB122 16S ribosomal RNA gene, partial sequence	JX226926	96.84	3.87906e-114	229.0
motu1420	Uncultured deep-sea bacterium 16S rRNA gene, clone UncDee41	AM997543	91.30	8.6377e-91	187.0
motu1420	Uncultured Chloroflexi bacterium gene for 16S rRNA, partial sequence, clone: MCD_AB11_45cm_B44	LC050058	90.12	8.69903e-86	178.0
motu1420	Uncultured bacterium partial 16S rRNA gene, isolate concretion, clone con122	HE585331	90.12	8.69903e-86	178.0
motu1420	Uncultured bacterium clone H33A09cA 16S ribosomal RNA gene, partial sequence	FJ912645	91.13	1.48688e-68	147.0
motu1516	Uncultured bacterium ZOTU228 gene for 16S rRNA, partial sequence	LC686764	98.37	2.31814e-116	233.0
motu1516	Uncultured bacterium clone OTU578_AL202_6519170 16S ribosomal RNA gene, partial sequence	KP914478	98.37	2.31814e-116	233.0
motu1516	Uncultured bacterium clone 2418 16S ribosomal RNA gene, partial sequence	KX704587	95.93	2.35117e-106	215.0
motu1516	Uncultured bacterium clone 15518 16S ribosomal RNA gene, partial sequence	KU112115	95.92	2.35117e-106	215.0
motu1516	Uncultured bacterium clone filt1886647 16S ribosomal RNA gene, partial sequence	KY954207	95.92	2.35117e-106	215.0
motu1516	Uncultured bacterium clone OTU_2586 16S ribosomal RNA gene, partial sequence	KP787427	95.92	2.35117e-106	215.0
motu1516	Uncultured organism isolate 1210VA11 clone 135 16S ribosomal RNA gene, partial sequence	KT271177	95.55	8.45631e-106	214.0
motu1516	Uncultured bacterium clone OTU136020_AL197_20380 16S ribosomal RNA gene, partial sequence >gi|1002689877|gb|KU109555.1| Uncultured bacterium clone 12675 16S ribosomal RNA gene, partial sequence	KP919949	95.51	1.09389e-104	212.0
motu1516	Uncultured bacterium clone 16874 16S ribosomal RNA gene, partial sequence	KU113369	95.51	1.09389e-104	212.0
motu1516	Uncultured Parcubacteria bacterium partial 16S rRNA gene, isolate OTU2314	LT858996	94.47	3.93434e-104	211.0
motu1516	Uncultured bacterium clone A494_Bac1213 16S ribosomal RNA gene, partial sequence	KY125808	94.76	5.08939e-103	209.0
motu1516	Uncultured bacterium clone OTU_6209 16S ribosomal RNA gene, partial sequence	KX973641	94.07	1.83047e-102	208.0
motu1516	Uncultured bacterium clone OTU_8641 16S ribosomal RNA gene, partial sequence	KR839925	94.69	2.36786e-101	206.0
motu1516	Uncultured bacterium clone OTU_6482 16S ribosomal RNA gene, partial sequence	KX973906	93.68	8.51635e-101	205.0
motu1516	Uncultured bacterium ZOTU838 gene for 16S rRNA, partial sequence	LC687257	94.29	1.10166e-99	203.0
motu1516	Uncultured bacterium clone filt615207 16S ribosomal RNA gene, partial sequence	KY956735	94.33	1.10166e-99	203.0
motu1516	Uncultured Parcubacteria group bacterium clone a512 16S ribosomal RNA gene, partial sequence	ON319666	92.89	6.63028e-97	198.0
motu1516	Uncultured bacterium clone New.OTU11425_3 16S ribosomal RNA gene, partial sequence	MF367257	93.50	2.38467e-96	197.0
motu1516	Uncultured bacterium clone 17818 16S ribosomal RNA gene, partial sequence	KT915243	93.50	2.38467e-96	197.0
motu1516	Uncultured bacterium partial 16S rRNA gene, clone Filia_1_C11	HE857100	92.52	8.57681e-96	196.0
motu1516	Uncultured bacterium clone filt885582 16S ribosomal RNA gene, partial sequence	KY958758	93.06	1.10948e-94	194.0
motu1516	Uncultured bacterium clone OTU_8478 16S ribosomal RNA gene, partial sequence	KX975786	92.09	3.9904e-94	193.0
motu1516	Uncultured bacterium clone OTU_5543 16S ribosomal RNA gene, partial sequence	KX973021	91.73	1.85655e-92	190.0
motu1516	Uncultured bacterium clone 14671 16S ribosomal RNA gene, partial sequence	KU111348	92.28	2.4016e-91	188.0
motu1516	Uncultured bacterium clone js8711 16S ribosomal RNA gene, partial sequence	KY259026	92.28	2.4016e-91	188.0
motu1516	Uncultured bacterium clone 18160 16S ribosomal RNA gene, partial sequence	KU114532	91.84	1.11736e-89	185.0
motu1516	Uncultured bacterium clone 24020 16S ribosomal RNA gene, partial sequence	KU119871	92.74	1.44539e-88	183.0
motu1516	Uncultured prokaryote gene for urease, partial sequence, 16S_OTU:1992	LC289590	91.46	5.19856e-88	182.0
motu1516	Uncultured bacterium clone OTU_20640 16S ribosomal RNA gene, partial sequence	KR851924	91.46	5.19856e-88	182.0
motu1516	Uncultured bacterium clone 20198 16S ribosomal RNA gene, partial sequence	KU116392	91.06	2.41865e-86	179.0
motu1516	Uncultured bacterium clone OTU_6037 16S ribosomal RNA gene, partial sequence	MH529685	90.20	8.69903e-86	178.0
motu1516	Uncultured bacterium clone OTU60345_AL202_127172 16S ribosomal RNA gene, partial sequence >gi|1002700760|gb|KU120438.1| Uncultured bacterium clone 24634 16S ribosomal RNA gene, partial sequence	KP932613	90.61	1.12529e-84	176.0
motu1516	Uncultured bacterium clone OTU56285_AL214_1261023 16S ribosomal RNA gene, partial sequence	KP932023	90.65	1.12529e-84	176.0
motu1516	Uncultured bacterium clone 2263 16S ribosomal RNA gene, partial sequence	KX704418	90.65	1.12529e-84	176.0
motu1516	Uncultured organism isolate 1301VA11 clone 154 16S ribosomal RNA gene, partial sequence	KT271009	90.32	4.04726e-84	175.0
motu1516	Uncultured bacterium clone AD11IOFMZ 16S ribosomal RNA gene, partial sequence	GU022239	94.53	3.15094e-80	168.0
motu1427	Alcaligenes faecalis strain Baghdad3 16S ribosomal RNA gene, partial sequence	PP217987	100.00	1.76685e-127	253.0
motu1427	Alcaligenes phenolicus strain ZY-16 16S ribosomal RNA gene, partial sequence	MN339607	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain MZUTZ04 16S ribosomal RNA gene, partial sequence	KX822712	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. HM24 16S ribosomal RNA gene, partial sequence	KJ634471	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain B-50A 16S ribosomal RNA gene, partial sequence	OQ978698	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain TVS15 16S ribosomal RNA gene, partial sequence	MN696242	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain P-2 16S ribosomal RNA gene, partial sequence	KF499017	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain NRM3001 16S ribosomal RNA gene, partial sequence	PP990616	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. CD29 16S ribosomal RNA gene, partial sequence	KC478945	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. UASWS0977 16S ribosomal RNA gene, partial sequence	KM251280	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis partial 16S rRNA gene, isolate 9A2_13	LR535788	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain C7 16S ribosomal RNA gene, partial sequence	MK452784	100.00	1.76685e-127	253.0
motu1427	Alcaligenes aquatilis strain AZHF-1 16S ribosomal RNA gene, partial sequence	MF170812	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain OW6 16S ribosomal RNA gene, partial sequence	PP239567	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain TB_STinf6_BC5 16S ribosomal RNA gene, partial sequence	ON974263	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis subsp. faecalis strain PAPIOG2p 16S ribosomal RNA gene, partial sequence	KX129779	100.00	1.76685e-127	253.0
motu1427	Uncultured bacterium clone Summer_MachineA&B_HEPAoff_3d10 16S ribosomal RNA gene, partial sequence	FJ658769	100.00	1.76685e-127	253.0
motu1427	Uncultured bacterium clone Wall_A_83 16S ribosomal RNA gene, partial sequence	MF092628	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis subsp. faecalis strain SK12 16S ribosomal RNA gene, partial sequence	KC790302	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. S3Pl79 16S ribosomal RNA gene, partial sequence	KU145675	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain 5ST 16S ribosomal RNA gene, partial sequence	OR612038	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain B12_27-F_G08_20 16S ribosomal RNA gene, partial sequence	MH734833	100.00	1.76685e-127	253.0
motu1427	Uncultured bacterium clone Winter_MachineA_4b11 16S ribosomal RNA gene, partial sequence	FJ657794	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. SAG45 16S ribosomal RNA gene, partial sequence	GQ422444	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain 5492 16S ribosomal RNA gene, partial sequence	KX828575	100.00	1.76685e-127	253.0
motu1427	Uncultured bacterium clone Summer_MachineA&B_HEPAon_1c10 16S ribosomal RNA gene, partial sequence	FJ658894	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis subsp. faecalis strain NK6 16S ribosomal RNA gene, partial sequence	KP057591	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain SR334 16S ribosomal RNA gene, partial sequence	MZ026438	100.00	1.76685e-127	253.0
motu1427	Alcaligenes aquatilis strain MSB 426 16S ribosomal RNA gene, partial sequence	OR854626	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain B-27F 16S ribosomal RNA gene, partial sequence	MT377564	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain B1 16S ribosomal RNA gene, partial sequence	KF641844	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis subsp. faecalis strain S32 16S ribosomal RNA gene, partial sequence	OQ607828	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain H50 16S ribosomal RNA gene, partial sequence	OQ405723	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain 5 NA 16S ribosomal RNA gene, partial sequence	OM912041	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain VITRP1 16S ribosomal RNA gene, partial sequence	OR366527	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis subsp. phenolicus strain ACELec40 16S ribosomal RNA gene, partial sequence	ON688664	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain Juj3 16S ribosomal RNA gene, partial sequence	ON028636	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain BAL33 16S ribosomal RNA gene, partial sequence >gi|1044891182|gb|KU550228.1| Alcaligenes faecalis strain NC29 16S ribosomal RNA gene, partial sequence	KP717396	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain VBE31 16S ribosomal RNA gene, partial sequence	MG027658	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain LN40 16S ribosomal RNA gene, partial sequence	MZ496647	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain UASWS0945 16S ribosomal RNA gene, partial sequence	KM251249	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain VC_05 16S ribosomal RNA gene, partial sequence	KX817222	100.00	1.76685e-127	253.0
motu1427	Uncultured bacterium clone Summer_MachineA&B_HEPAon_4h01 16S ribosomal RNA gene, partial sequence	FJ658961	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis P26-H5 gene for 16S rRNA, partial sequence	LC769478	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain SNH-K14 16S ribosomal RNA gene, partial sequence	MN493882	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain T1RS 16S ribosomal RNA gene, partial sequence	OQ788287	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis subsp. faecalis strain B9 16S ribosomal RNA gene, partial sequence	OQ607825	100.00	1.76685e-127	253.0
motu1427	Alcaligenes faecalis strain KM28U 16S ribosomal RNA gene, partial sequence	MK595711	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. strain 67X1B 16S ribosomal RNA gene, partial sequence	KX164437	100.00	1.76685e-127	253.0
motu1427	Alcaligenes sp. CH14 16S ribosomal RNA gene, partial sequence	JN571053	99.60	2.28557e-126	251.0
motu1431	Synechococcus sp. CC9902, complete genome	CP000097	99.44	7.48579e-85	176.0
motu1439	Uncultured organism isolate 1207VA12 clone 3 16S ribosomal RNA gene, partial sequence	KT271321	94.38	8.51635e-101	205.0
motu1439	Uncultured bacterium clone OTU_1330 16S ribosomal RNA gene, partial sequence	KX968996	92.49	8.57681e-96	196.0
motu1439	uncultured fungus genomic DNA sequence contains ITS1	OW837030	92.46	3.08477e-95	195.0
motu1439	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762481	93.06	1.10948e-94	194.0
motu1439	Uncultured bacterium clone 1516 16S ribosomal RNA gene, partial sequence	KX703590	93.06	1.10948e-94	194.0
motu1439	Uncultured bacterium clone OTU_8122 16S ribosomal RNA gene, partial sequence	KX975449	92.09	3.9904e-94	193.0
motu1439	Uncultured bacterium clone OTU114679_AL214_99315 16S ribosomal RNA gene, partial sequence	KP916885	93.00	1.4352e-93	192.0
motu1439	Uncultured bacterium clone Upland_8_4723 16S ribosomal RNA gene, partial sequence	JF985425	91.73	1.85655e-92	190.0
motu1439	Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: WsL02806	AB794419	91.76	1.85655e-92	190.0
motu1439	Uncultured bacterium clone filt880525 16S ribosomal RNA gene, partial sequence	KY959758	92.28	2.4016e-91	188.0
motu1439	Uncultured bacterium clone A494_Bac838 16S ribosomal RNA gene, partial sequence	KY125452	91.94	2.4016e-91	188.0
motu1439	Uncultured bacterium clone New.OTU10052_1 16S ribosomal RNA gene, partial sequence	MF366885	92.28	2.4016e-91	188.0
motu1439	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334644|emb|OW749841.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539421	92.31	2.4016e-91	188.0
motu1439	Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence >gi|1002672817|gb|KU336485.1| Uncultured bacterium clone OTU_13986 16S ribosomal RNA gene, partial sequence	KU223959	92.24	2.4016e-91	188.0
motu1439	Uncultured bacterium clone OTU_15091 16S ribosomal RNA gene, partial sequence	KR846375	92.24	2.4016e-91	188.0
motu1439	Uncultured bacterium clone filt94666 16S ribosomal RNA gene, partial sequence	KY958426	91.84	1.11736e-89	185.0
motu1439	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334157|emb|OW749566.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539357	91.77	1.44539e-88	183.0
motu1439	Uncultured bacterium clone 5565 16S ribosomal RNA gene, partial sequence	KU103006	91.43	5.19856e-88	182.0
motu1439	Uncultured bacterium clone 2566 16S ribosomal RNA gene, partial sequence	KX704750	91.46	5.19856e-88	182.0
motu1439	Uncultured bacterium clone 13205 16S ribosomal RNA gene, partial sequence	KU110037	91.43	5.19856e-88	182.0
motu1439	Uncultured bacterium clone 13687 16S ribosomal RNA gene, partial sequence	KT913962	91.46	5.19856e-88	182.0
motu1439	Uncultured cyanobacterium clone CFA05 16S ribosomal RNA gene, partial sequence	JF929446	90.51	1.86973e-87	181.0
motu1439	uncultured Bacterium partial 16S rRNA gene	OV286157	90.59	6.72476e-87	180.0
motu1439	Uncultured bacterium clone OTU_32213 16S ribosomal RNA gene, partial sequence	KU340261	91.09	2.41865e-86	179.0
motu1439	Uncultured bacterium clone 40H09 16S ribosomal RNA gene, partial sequence	HQ189675	90.20	2.41865e-86	179.0
motu1439	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237334164|emb|OW749573.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW539364	91.02	2.41865e-86	179.0
motu1439	Uncultured bacterium clone 1896 16S ribosomal RNA gene, partial sequence	KX704011	91.09	2.41865e-86	179.0
motu1439	Uncultured soil bacterium clone bacnit14 16S ribosomal RNA gene, partial sequence	EU861880	90.12	8.69903e-86	178.0
motu1439	Uncultured bacterium C1_B036 16S ribosomal RNA gene, partial sequence	AF419697	90.12	8.69903e-86	178.0
motu1439	Uncultured bacterium clone filt380918 16S ribosomal RNA gene, partial sequence	KY955203	90.69	1.12529e-84	176.0
motu1439	Uncultured bacterium clone OTU107964_AL248_7037625 16S ribosomal RNA gene, partial sequence	KP915990	90.69	1.12529e-84	176.0
motu1439	Uncultured bacterium clone OTU_12463 16S ribosomal RNA gene, partial sequence	KU328510	90.69	1.12529e-84	176.0
motu1439	Uncultured bacterium clone OTU107912_AL220_61148 16S ribosomal RNA gene, partial sequence	KP915982	90.61	1.12529e-84	176.0
motu1439	Uncultured bacterium clone filt72 16S ribosomal RNA gene, partial sequence	KY957207	90.61	1.12529e-84	176.0
motu1439	Uncultured bacterium clone 1130 16S ribosomal RNA gene, partial sequence	KU098771	90.69	1.12529e-84	176.0
motu1439	Uncultured bacterium clone OTU_30375 16S ribosomal RNA gene, partial sequence	KU339905	90.65	1.12529e-84	176.0
motu1439	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW762313	90.50	5.23547e-83	173.0
motu1439	Uncultured bacterium clone OTU86161_AL210_10792 16S ribosomal RNA gene, partial sequence	KP936213	90.28	5.23547e-83	173.0
motu1439	Uncultured bacterium clone OTU56698_AL228_43774 16S ribosomal RNA gene, partial sequence	KP932077	90.20	5.23547e-83	173.0
motu1439	uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43 >gi|2237335446|emb|OW750855.1| uncultured Parcubacteria group bacterium DNA containing 16S-23S intergenic spacer region, clone 43	OW538497	90.20	5.23547e-83	173.0
motu1439	Uncultured bacterium clone OTU120447_AL224_102778 16S ribosomal RNA gene, partial sequence	KP917683	90.12	6.7725e-82	171.0
